Kolonne1,node,desc,type,pmax,pmin,fuelcost,inflow_fac,inflow_ref,storage_cap,storage_price,storval_filling_ref,storval_time_ref,storage_ini,pump_cap,pump_efficiency,pump_deadband,gen_lat,gen_lon,year,status,source
335,SE4_2,SE4_2 fossil_other,fossil_other,1102.007812,0.0,110.19,1.0,const,0.0,1.0,const,const,0.6,0.0,0.0,0.0,,,,created,
336,GB,,wind_on,15370.0,0.0,0.015,0.75,windon_UK,0.0,,,,,,,,,,,,Wind energy
337,GB,,wind_off,14733.0,0.0,0.015,0.5,windoff_GB_Doggerbank,0.0,,,,,,,,,,,,Wind energy
338,GB,,solar,15919.0,0.0,0.01,0.8,solar_UK,0.0,,,,,,,,,,,,Wind energy
339,GB,,hydro,2191.0,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,Hydropower
340,GB,,biomass,8405.0,0.0,15.0,1.0,const,0.0,,,,,,,,,,,,Power Statistics
341,GB,,nuclear,5883.0,1176.6,9.37,1.0,const,0.0,,,,,,,,,,,,Nuclear Power in the United Kingdom - World Nuclear Association
342,GB,,fossil_gas,36149.0,0.0,137.52,1.0,const,0.0,,,,,,,,,,,,Power Statistics
343,GB,,fossil_other,4200.0,0.0,110.19,1.0,const,0.0,,,,,,,,,,,,UK Electricity capacity and generation by fuel between 1920 and 2020
344,DE,,wind_on,59840.62,0.0,0.015,0.75,windon_DE,0.0,,,,,,,,,,,,
345,DE,,wind_off,8456.0,0.0,0.015,0.5,windoff_DE_Baltic2,0.0,,,,,,,,,,,,
346,DE,,solar,76957.01,0.0,0.01,0.8,solar_DE,0.0,,,,,,,,,,,,
347,DE,,hydro,14560.8,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,
348,DE,,biomass,12068.54,0.0,15.0,1.0,const,0.0,,,,,,,,,,,,
349,DE,,nuclear,0.0,0.0,9.37,1.0,const,0.0,,,,,,,,,,,,
350,DE,,fossil_gas,36255.0,0.0,137.52,1.0,const,0.0,,,,,,,,,,,,
351,DE,,fossil_other,42149.0,0.0,110.19,1.0,const,0.0,,,,,,,,,,,,
352,NL,,wind_on,6812.0,0.0,0.015,0.75,windon_NL,0.0,,,,,,,,,,,,
353,NL,,wind_off,3978.0,0.0,0.015,0.5,windoff_GB_Doggerbank,0.0,,,,,,,,,,,,
354,NL,,solar,24261.0,0.0,0.01,0.8,solar_NL,0.0,,,,,,,,,,,,
355,NL,,hydro,38.0,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,
356,NL,,biomass,1201.0,0.0,15.0,1.0,const,0.0,,,,,,,,,,,,
357,NL,,nuclear,486.0,97.0,9.37,1.0,const,0.0,,,,,,,,,,,,
358,NL,,fossil_gas,18351.0,0.0,137.52,1.0,const,0.0,,,,,,,,,,,,
359,NL,,fossil_other,4006.0,0.0,110.19,1.0,const,0.0,,,,,,,,,,,,
360,EE,,wind_on,447.0,0.0,0.015,0.75,windon_FI,0.0,,,,,,,,,,,,
361,EE,,wind_off,0.0,0.0,0.015,0.5,windoff_DE_Baltic2,0.0,,,,,,,,,,,,
362,EE,,solar,812.0,0.0,0.01,0.8,solar_SE3,0.0,1.0,,,,,,,,,,,
363,EE,,hydro,8.0,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,
364,EE,,biomass,187.3,0.0,32.0,1.0,const,0.0,,,,,,,,,,,,
365,EE,,nuclear,0.0,0.0,9.37,1.0,const,0.0,,,,,,,,,,,,
366,EE,,fossil_gas,15.3,0.0,137.52,1.0,const,0.0,,,,,,,,,,,,
367,EE,,fossil_other,1408.4,0.0,110.19,1.0,const,0.0,,,,,,,,,,,,
368,LT,,wind_on,1288.0,0.0,0.015,0.75,windon_FI,0.0,,,,,,,,,,,,
369,LT,,wind_off,0.0,0.0,0.015,0.5,windoff_DE_Baltic2,0.0,,,,,,,,,,,,
370,LT,,solar,1165.0,0.0,0.01,0.8,solar_SE4,0.0,1.0,,,,,,,,,,,
371,LT,,hydro,1029.0,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,
372,LT,,biomass,303.0,0.0,15.0,1.0,const,0.0,,,,,,,,,,,,
373,LT,,nuclear,0.0,0.0,9.37,1.0,const,0.0,,,,,,,,,,,,
374,LT,,fossil_gas,1503.0,0.0,137.52,1.0,const,0.0,,,,,,,,,,,,
375,LT,,fossil_other,0.0,0.0,110.19,1.0,const,0.0,,,,,,,,,,,,
376,PL,,wind_on,9582.93,0.0,0.015,0.75,windon_DE,0.0,,,,,,,,,,,,
377,PL,,wind_off,0.0,0.0,0.015,0.5,windoff_DE_Baltic2,0.0,,,,,,,,,,,,
378,PL,,solar,14608.7,0.0,0.01,0.8,solar_DE,0.0,,,,,,,,,,,,
379,PL,,hydro,2377.3,0.0,1.0,0.46,inflow_NO1,0.0,25.0,hydro,const,0.6,,,,,,,,
380,PL,,biomass,2305.06,0.0,15.0,1.0,const,0.0,,,,,,,,,,,,
381,PL,,nuclear,0.0,0.0,9.37,1.0,const,0.0,,,,,,,,,,,,
382,PL,,fossil_gas,5162.38,0.0,137.52,1.0,const,0.0,,,,,,,,,,,,
383,PL,,fossil_other,27053.66,0.0,110.19,1.0,const,0.0,,,,,,,,,,,,
